famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN07	36.25507682129	0.19676226747433	1114	35.8690104089451	36.6411432336348	 A    
WGN45	38.2887367941023	0.205805794674212	1114	37.8849261153093	38.6925474728953	  B   
WGN55	39.1467360666244	0.193477561022574	1114	38.7671145629082	39.5263575703407	  BC  
WGN15	39.1522108221222	0.19053176204655	1114	38.7783692581107	39.5260523861338	  BC  
WGN38	39.1785763464241	0.216457507458111	1114	38.7538659870542	39.6032867057941	  BC  
WGN36	39.6457363022526	0.211742599858285	1114	39.2302770431316	40.0611955613737	   CD 
WGN26	39.731143315469	0.201907028332335	1114	39.3349823896165	40.1273042413216	   CD 
WGN63	40.1221874658213	0.199687530558025	1114	39.7303814071591	40.5139935244834	    D 
WGN46	41.0890463864283	0.197436326326728	1114	40.7016574060616	41.4764353667949	     E
WGN39	41.6498462524013	0.193469674333891	1114	41.2702402231235	42.029452281679	     E
