plantID3	famID	emmean	SE	df	lower.CL	upper.CL
1	WGN07	0.986681818182024	0.126251578361083	1102	0.738961196634754	1.23440243972929
2	WGN07	1.4785000000001	0.126251578361137	1102	1.23077937845273	1.72622062154748
3	WGN07	1.33500000000055	0.12625157836113	1102	1.08727937845319	1.58272062154791
4	WGN07	1.19555555555528	0.126251578361129	1102	0.947834934007916	1.44327617710264
5	WGN07	1.65750000000006	0.126251578361135	1102	1.40977937845268	1.90522062154743
6	WGN07	0.625666666666697	0.126251578361129	1102	0.377946045119335	0.873387288214059
7	WGN07	1.06795454545457	0.126251578361131	1102	0.820233923907206	1.31567516700194
8	WGN07	1.53900000000004	0.126251578361134	1102	1.29127937845267	1.78672062154742
9	WGN07	1.9440909090909	0.12625157836113	1102	1.69637028754354	2.19181153063827
10	WGN07	0.832045454545457	0.126251578361135	1102	0.584324832998083	1.07976607609283
11	WGN07	1.222	0.126251578361131	1102	0.974279378452635	1.46972062154737
12	WGN07	1.18149999999999	0.126251578361135	1102	0.933779378452614	1.42922062154736
13	WGN07	1.52250000000002	0.126251578361136	1102	1.27477937845264	1.77022062154739
14	WGN07	1.28727272727274	0.126251578361134	1102	1.03955210572537	1.53499334882011
15	WGN07	1.2025	0.126251578361133	1102	0.954779378452632	1.45022062154737
16	WGN07	1.15350000000002	0.126251578361134	1102	0.905779378452645	1.40122062154739
17	WGN07	1.65409090909095	0.126251578361136	1102	1.40637028754357	1.90181153063832
18	WGN07	1.26900000000004	0.126251578361133	1102	1.02127937845267	1.5167206215474
20	WGN07	0.446666666666686	0.126251578361135	1102	0.198946045119314	0.694387288214058
21	WGN07	1.56325	0.126251578361133	1102	1.31552937845264	1.81097062154737
22	WGN07	1.35938888888891	0.126251578361135	1102	1.11166826734154	1.60710951043628
23	WGN07	1.29549999999999	0.126251578361129	1102	1.04777937845263	1.54322062154735
24	WGN07	1.28027272727274	0.126251578361135	1102	1.03255210572536	1.52799334882011
25	WGN07	0.932500000000017	0.126251578361133	1102	0.684779378452648	1.18022062154739
26	WGN07	1.48900000000001	0.126251578361134	1102	1.24127937845264	1.73672062154738
27	WGN07	1.83149999999999	0.126251578361133	1102	1.58377937845262	2.07922062154736
28	WGN07	1.20750000000001	0.126251578361132	1102	0.959779378452639	1.45522062154737
29	WGN07	0.907000000000013	0.126251578361133	1102	0.659279378452643	1.15472062154738
30	WGN07	1.33385714285715	0.126251578361132	1102	1.08613652130978	1.58157776440452
31	WGN07	1.23449999999999	0.126251578361133	1102	0.986779378452623	1.48222062154736
32	WGN07	1.29700000000001	0.126251578361135	1102	1.04927937845264	1.54472062154738
33	WGN07	1.42777272727272	0.126251578361131	1102	1.18005210572535	1.67549334882008
34	WGN07	1.428	0.12625157836113	1102	1.18027937845264	1.67572062154736
35	WGN07	1.485	0.12625157836113	1102	1.23727937845264	1.73272062154736
36	WGN07	0.966272727272738	0.126251578361133	1102	0.718552105725369	1.21399334882011
37	WGN07	1.09750000000001	0.126251578361134	1102	0.849779378452641	1.34522062154738
38	WGN07	1.31950000000003	0.126251578361134	1102	1.07177937845265	1.5672206215474
39	WGN07	0.902000000000013	0.126251578361134	1102	0.654279378452643	1.14972062154738
40	WGN07	0.8578282828283	0.126251578361134	1102	0.610107661280929	1.10554890437567
41	WGN07	1.63099999999999	0.126251578361131	1102	1.38327937845263	1.87872062154736
42	WGN07	1.40759090909094	0.126251578361138	1102	1.15987028754356	1.65531153063831
44	WGN07	0.847000000000018	0.12625157836113	1102	0.599279378452654	1.09472062154738
46	WGN07	1.17650000000001	0.126251578361135	1102	0.928779378452642	1.42422062154739
47	WGN07	0.870833333333347	0.126251578361134	1102	0.623112711785977	1.11855395488072
48	WGN07	0.992500000000007	0.126251578361136	1102	0.744779378452633	1.24022062154738
49	WGN07	1.53450000000001	0.126251578361135	1102	1.28677937845263	1.78222062154738
50	WGN07	1.58850000000001	0.126251578361134	1102	1.34077937845264	1.83622062154738
51	WGN07	1.36050000000001	0.126251578361132	1102	1.11277937845265	1.60822062154738
52	WGN07	1.28350000000001	0.126251578361134	1102	1.03577937845264	1.53122062154738
53	WGN07	1.5808181818182	0.126251578361133	1102	1.33309756027083	1.82853880336557
54	WGN07	1.35028329738158	0.178587158229931	1102	0.999874039839052	1.70069255492411
55	WGN07	1.20800000000001	0.126251578361134	1102	0.960279378452636	1.45572062154738
56	WGN07	1.49350000000001	0.126251578361134	1102	1.24577937845264	1.74122062154738
57	WGN07	1.27600000000003	0.126251578361134	1102	1.02827937845265	1.5237206215474
58	WGN07	1.47150000000002	0.126251578361135	1102	1.22377937845264	1.71922062154739
59	WGN07	1.161	0.126251578361134	1102	0.913279378452632	1.40872062154737
60	WGN07	1.26299999999999	0.126251578361131	1102	1.01527937845262	1.51072062154735
61	WGN07	1.50200000000001	0.126251578361134	1102	1.25427937845264	1.74972062154738
63	WGN07	1.10000000000001	0.12625157836113	1102	0.852279378452646	1.34772062154737
64	WGN07	1.3095	0.126251578361136	1102	1.06177937845263	1.55722062154738
66	WGN07	1.2435	0.126251578361131	1102	0.995779378452636	1.49122062154737
67	WGN07	0.664500000000004	0.126251578361133	1102	0.416779378452636	0.912220621547372
68	WGN07	0.867500000000006	0.126251578361135	1102	0.619779378452634	1.11522062154738
69	WGN07	1.68450000000002	0.126251578361133	1102	1.43677937845265	1.93222062154739
71	WGN07	1.46011111111112	0.126251578361133	1102	1.21239048956375	1.70783173265849
73	WGN07	1.21816666666666	0.126251578361134	1102	0.970446045119294	1.46588728821404
74	WGN07	1.78000000000001	0.126251578361134	1102	1.53227937845264	2.02772062154738
75	WGN07	1.37744444444446	0.126251578361134	1102	1.12972382289709	1.62516506599183
76	WGN07	1.11181818181818	0.12625157836113	1102	0.864097560270816	1.35953880336554
77	WGN07	1.47277272727273	0.126251578361133	1102	1.22505210572536	1.7204933488201
78	WGN07	1.181	0.126251578361133	1102	0.933279378452633	1.42872062154737
79	WGN07	1.30650000000001	0.126251578361134	1102	1.05877937845264	1.55422062154738
80	WGN07	1.5065	0.126251578361133	1102	1.25877937845263	1.75422062154737
81	WGN07	1.32459090909092	0.126251578361135	1102	1.07687028754355	1.57231153063829
82	WGN07	1.1075	0.126251578361131	1102	0.859779378452632	1.35522062154736
83	WGN07	0.967575757575769	0.126251578361132	1102	0.719855136028402	1.21529637912314
84	WGN07	1.57499999999999	0.126251578361132	1102	1.32727937845262	1.82272062154736
