famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN07	7.89434559809981	0.0280858420612213	1108	7.83923816167626	7.94945303452337	 A      
WGN45	8.4411202117356	0.0317321236155121	1108	8.37885837956712	8.50338204390409	  B     
WGN46	8.47841862954247	0.028528162857237	1108	8.42244331224527	8.53439394683968	  B     
WGN55	8.56709927433551	0.0279558261838239	1108	8.5122469430173	8.62195160565372	  BC    
WGN38	8.6380901713256	0.031685900604247	1108	8.57591903366608	8.70026130898512	   C    
WGN15	8.67078267256154	0.0283015317451675	1108	8.61525202982929	8.7263133152938	   CD   
WGN36	8.79584512297499	0.0290646082514508	1108	8.73881724224059	8.85287300370938	    D   
WGN39	9.12741673465287	0.0279558261838217	1108	9.07256440333467	9.18226906597108	     E  
WGN26	9.32799107778481	0.0305430206976835	1108	9.268062393161	9.38791976240861	      F 
WGN63	9.51673997668741	0.0286379712822614	1108	9.46054920347517	9.57293074989965	       G
