plantID3	famID	emmean	SE	df	asymp.LCL	asymp.UCL
1	WGN07	8.68786813323918e-13	0.420548005475469	Inf	-0.824258944501205	0.824258944502942
2	WGN07	-8.41532662603934e-14	0.42054800547566	Inf	-0.824258944502532	0.824258944502364
3	WGN07	2.3417536544091e-13	0.420548005475704	Inf	-0.824258944502299	0.824258944502767
4	WGN07	-1.62152517591964e-13	0.420548005475704	Inf	-0.824258944502695	0.82425894450237
5	WGN07	-1.38648188770544e-13	0.4205480054757	Inf	-0.824258944502665	0.824258944502388
6	WGN07	7.91850288545657e-15	0.420548005475707	Inf	-0.824258944502532	0.824258944502548
7	WGN07	1.6566292206038e-14	0.420548005475697	Inf	-0.824258944502503	0.824258944502537
8	WGN07	1.99999999999996	0.4205480054757	Inf	1.17574105549743	2.82425894450248
9	WGN07	2.24246788140696e-14	0.420548005475706	Inf	-0.824258944502515	0.82425894450256
10	WGN07	0.499999999999985	0.420548005475697	Inf	-0.324258944502535	1.3242589445025
11	WGN07	0.999999999999999	0.420548005475712	Inf	0.175741055497451	1.82425894450255
12	WGN07	2.28346951623677e-14	0.420548005475706	Inf	-0.824258944502514	0.824258944502559
13	WGN07	2.67176091224076e-14	0.420548005475696	Inf	-0.82425894450249	0.824258944502543
14	WGN07	1.59174866301916e-14	0.420548005475707	Inf	-0.824258944502523	0.824258944502555
15	WGN07	0.500000000000007	0.420548005475696	Inf	-0.324258944502511	1.32425894450252
16	WGN07	0.999999999999928	0.420548005475704	Inf	0.175741055497395	1.82425894450246
17	WGN07	8.17062988841529e-15	0.420548005475703	Inf	-0.824258944502523	0.824258944502539
18	WGN07	0.500000000000011	0.420548005475694	Inf	-0.324258944502502	1.32425894450252
20	WGN07	0.500000000000002	0.420548005475702	Inf	-0.324258944502527	1.32425894450253
21	WGN07	7.5867879105489e-15	0.420548005475709	Inf	-0.824258944502534	0.82425894450255
22	WGN07	4.76693252387666e-15	0.420548005475692	Inf	-0.824258944502504	0.824258944502514
23	WGN07	-0.00672043010752101	0.594877909391207	Inf	-1.17265970771277	1.15921884749773
24	WGN07	1.39720732447957e-14	0.420548005475698	Inf	-0.824258944502508	0.824258944502536
25	WGN07	0.999999999999996	0.420548005475708	Inf	0.175741055497455	1.82425894450254
26	WGN07	0.499999999999993	0.420548005475702	Inf	-0.324258944502536	1.32425894450252
27	WGN07	-2.01842606844299e-14	0.420548005475699	Inf	-0.824258944502544	0.824258944502504
28	WGN07	5.17182835305295e-14	0.420548005475691	Inf	-0.824258944502456	0.824258944502559
29	WGN07	0.500000000000001	0.420548005475707	Inf	-0.324258944502538	1.32425894450254
30	WGN07	0.499999999999991	0.4205480054757	Inf	-0.324258944502534	1.32425894450252
31	WGN07	1.00000000000002	0.4205480054757	Inf	0.175741055497489	1.82425894450254
32	WGN07	3.30861025924429e-14	0.420548005475705	Inf	-0.824258944502502	0.824258944502569
33	WGN07	-4.6286394092751e-14	0.420548005475699	Inf	-0.824258944502569	0.824258944502476
34	WGN07	-1.66423802283165e-14	0.42054800547571	Inf	-0.824258944502561	0.824258944502528
35	WGN07	2.2251313334379e-16	0.420548005475698	Inf	-0.82425894450252	0.824258944502521
36	WGN07	-8.66271403084569e-15	0.420548005475691	Inf	-0.824258944502516	0.824258944502499
37	WGN07	5.20829671462109e-14	0.420548005475707	Inf	-0.824258944502487	0.824258944502591
38	WGN07	4.19589084120869e-14	0.420548005475706	Inf	-0.824258944502495	0.824258944502579
39	WGN07	7.20072548837172e-15	0.420548005475701	Inf	-0.82425894450252	0.824258944502534
40	WGN07	-2.10380249574383e-14	0.420548005475697	Inf	-0.82425894450254	0.824258944502498
41	WGN07	2.11209197711889e-14	0.420548005475703	Inf	-0.82425894450251	0.824258944502552
42	WGN07	1	0.420548005475696	Inf	0.175741055497484	1.82425894450252
44	WGN07	3.16091467939206e-14	0.420548005475707	Inf	-0.824258944502507	0.82425894450257
46	WGN07	2.61050733690128e-14	0.420548005475707	Inf	-0.824258944502513	0.824258944502565
47	WGN07	8.74013740945603e-15	0.420548005475712	Inf	-0.824258944502539	0.824258944502557
48	WGN07	1.57938222816906e-14	0.420548005475694	Inf	-0.824258944502499	0.82425894450253
49	WGN07	1.55922612954061e-14	0.420548005475699	Inf	-0.824258944502507	0.824258944502538
50	WGN07	2.85972490925761e-15	0.4205480054757	Inf	-0.824258944502523	0.824258944502529
51	WGN07	-2.60954112765908e-14	0.420548005475714	Inf	-0.824258944502579	0.824258944502527
52	WGN07	2.30861375022875e-14	0.420548005475703	Inf	-0.824258944502509	0.824258944502555
53	WGN07	0.499999999999991	0.420548005475703	Inf	-0.32425894450254	1.32425894450252
54	WGN07	5.58666834589801e-15	0.420548005475701	Inf	-0.824258944502522	0.824258944502533
55	WGN07	0.499999999999974	0.420548005475697	Inf	-0.324258944502545	1.32425894450249
56	WGN07	0.499999999999949	0.420548005475711	Inf	-0.324258944502597	1.3242589445025
57	WGN07	2.1764375125352e-16	0.420548005475703	Inf	-0.82425894450253	0.82425894450253
58	WGN07	0.500000000000002	0.420548005475696	Inf	-0.324258944502515	1.32425894450252
59	WGN07	0.500000000000007	0.420548005475695	Inf	-0.324258944502509	1.32425894450252
60	WGN07	1.00000000000002	0.4205480054757	Inf	0.175741055497493	1.82425894450254
61	WGN07	-1.773429565235e-15	0.420548005475688	Inf	-0.824258944502504	0.8242589445025
63	WGN07	0.499999999999973	0.420548005475694	Inf	-0.324258944502541	1.32425894450249
64	WGN07	0.500000000000008	0.420548005475709	Inf	-0.324258944502534	1.32425894450255
66	WGN07	0.999999999999969	0.420548005475689	Inf	0.175741055497465	1.82425894450247
67	WGN07	0.499999999999999	0.420548005475706	Inf	-0.324258944502537	1.32425894450254
68	WGN07	0.499999999999984	0.420548005475694	Inf	-0.324258944502529	1.3242589445025
69	WGN07	-0.0067204301075234	0.594877909391194	Inf	-1.17265970771274	1.1592188474977
71	WGN07	1.00000000000001	0.420548005475706	Inf	0.175741055497474	1.82425894450255
73	WGN07	0.500000000000068	0.420548005475694	Inf	-0.324258944502446	1.32425894450258
74	WGN07	2.44321439458263e-14	0.420548005475699	Inf	-0.824258944502499	0.824258944502547
75	WGN07	-8.00385300433601e-15	0.42054800547571	Inf	-0.824258944502553	0.824258944502537
76	WGN07	0.499999999999994	0.420548005475709	Inf	-0.32425894450255	1.32425894450254
77	WGN07	0.499999999999973	0.420548005475685	Inf	-0.324258944502523	1.32425894450247
78	WGN07	0.500000000000013	0.420548005475707	Inf	-0.324258944502526	1.32425894450255
79	WGN07	-1.69987226693327e-15	0.420548005475697	Inf	-0.824258944502521	0.824258944502518
80	WGN07	1.07149838478565e-14	0.420548005475688	Inf	-0.824258944502491	0.824258944502513
81	WGN07	0.500000000000007	0.420548005475697	Inf	-0.324258944502512	1.32425894450253
82	WGN07	2.66955852450959e-14	0.420548005475703	Inf	-0.824258944502504	0.824258944502557
83	WGN07	0.500000000000005	0.420548005475703	Inf	-0.324258944502525	1.32425894450254
84	WGN07	-1.4197771833394e-14	0.420548005475696	Inf	-0.824258944502532	0.824258944502503
85	WGN07	4.30259628452645e-14	0.420548005475695	Inf	-0.824258944502473	0.824258944502559
86	WGN07	0.500000000000013	0.420548005475697	Inf	-0.324258944502507	1.32425894450253
87	WGN07	-1.92732201654617e-16	0.420548005475699	Inf	-0.824258944502524	0.824258944502524
88	WGN07	0.499999999999985	0.420548005475703	Inf	-0.324258944502547	1.32425894450252
89	WGN07	7.35931994383659e-15	0.42054800547571	Inf	-0.824258944502537	0.824258944502551
90	WGN07	0.500000000000005	0.420548005475694	Inf	-0.324258944502509	1.32425894450252
91	WGN07	0.500000000000021	0.420548005475701	Inf	-0.324258944502507	1.32425894450255
92	WGN07	0.00672043010752617	0.594877909391209	Inf	-1.15921884749772	1.17265970771278
93	WGN07	3.01273743655808e-14	0.420548005475695	Inf	-0.824258944502486	0.824258944502546
94	WGN07	-9.71143187686011e-15	0.420548005475701	Inf	-0.824258944502537	0.824258944502518
95	WGN07	0.999999999999949	0.420548005475696	Inf	0.175741055497432	1.82425894450247
96	WGN07	-1.55340518143153e-14	0.420548005475697	Inf	-0.824258944502536	0.824258944502505
97	WGN07	0.993279569892463	0.5948779093912	Inf	-0.17265970771277	2.1592188474977
98	WGN07	0.500000000000006	0.420548005475705	Inf	-0.324258944502529	1.32425894450254
99	WGN07	0.499999999999987	0.420548005475696	Inf	-0.32425894450253	1.32425894450251
100	WGN07	-8.93689106413827e-15	0.420548005475705	Inf	-0.824258944502543	0.824258944502525
101	WGN07	1.34241502234759e-14	0.420548005475699	Inf	-0.824258944502511	0.824258944502537
102	WGN07	0.500000000000011	0.420548005475698	Inf	-0.32425894450251	1.32425894450253
103	WGN07	0.99999999999999	0.420548005475697	Inf	0.175741055497471	1.82425894450251
104	WGN07	1.80365018788099e-14	0.420548005475698	Inf	-0.824258944502504	0.82425894450254
105	WGN07	-5.82233566956795e-15	0.420548005475709	Inf	-0.824258944502548	0.824258944502537
106	WGN07	2.26827585916146e-14	0.420548005475702	Inf	-0.824258944502507	0.824258944502553
107	WGN07	1.54879918704516e-14	0.420548005475703	Inf	-0.824258944502515	0.824258944502546
108	WGN07	-1.16252507177001e-14	0.420548005475711	Inf	-0.824258944502558	0.824258944502534
109	WGN07	1.00672043010754	0.594877909391205	Inf	-0.159218847497702	2.17265970771278
110	WGN07	-5.1925673917487e-15	0.420548005475704	Inf	-0.824258944502537	0.824258944502527
112	WGN07	0.500000000000018	0.420548005475698	Inf	-0.324258944502503	1.32425894450254
113	WGN07	1.90605525885914e-14	0.420548005475707	Inf	-0.82425894450252	0.824258944502558
114	WGN07	4.2056540775522e-14	0.420548005475697	Inf	-0.824258944502477	0.824258944502561
115	WGN07	-5.41799983492784e-16	0.420548005475701	Inf	-0.824258944502527	0.824258944502526
116	WGN07	2.1678985467294e-14	0.420548005475691	Inf	-0.824258944502485	0.824258944502529
117	WGN07	-1.40496725263056e-14	0.4205480054757	Inf	-0.824258944502539	0.82425894450251
118	WGN07	-1.10235572459553e-15	0.420548005475702	Inf	-0.824258944502531	0.824258944502528
119	WGN07	1.55894818346904e-14	0.420548005475711	Inf	-0.824258944502531	0.824258944502562
120	WGN07	8.97433642881715e-15	0.420548005475702	Inf	-0.824258944502521	0.824258944502539
121	WGN07	-5.40855630758523e-15	0.420548005475714	Inf	-0.824258944502557	0.824258944502547
122	WGN07	0.993279569892499	0.594877909391206	Inf	-0.172659707712747	2.15921884749774
123	WGN07	0.500000000000003	0.420548005475698	Inf	-0.324258944502518	1.32425894450252
124	WGN07	1.00000000000003	0.4205480054757	Inf	0.175741055497503	1.82425894450255
125	WGN07	5.47932808409789e-15	0.420548005475697	Inf	-0.824258944502514	0.824258944502525
126	WGN07	-1.54074974806178e-14	0.420548005475704	Inf	-0.824258944502548	0.824258944502517
127	WGN07	-1.01820321723051e-14	0.420548005475703	Inf	-0.824258944502541	0.82425894450252
128	WGN07	-1.0505808033327e-14	0.420548005475701	Inf	-0.824258944502538	0.824258944502517
129	WGN07	1.00000000000001	0.420548005475701	Inf	0.175741055497481	1.82425894450253
130	WGN07	1.76423958245192e-14	0.420548005475694	Inf	-0.824258944502497	0.824258944502532
1	WGN15	0.999999999999906	0.420548005475666	Inf	0.175741055497447	1.82425894450236
2	WGN15	0.4999999999999	0.420548005475701	Inf	-0.324258944502627	1.32425894450243
3	WGN15	-7.67901367493273e-14	0.420548005475694	Inf	-0.824258944502591	0.824258944502438
4	WGN15	-1.02436288618168e-13	0.4205480054757	Inf	-0.824258944502629	0.824258944502424
5	WGN15	0.999999999999894	0.420548005475714	Inf	0.175741055497341	1.82425894450245
7	WGN15	0.499999999999885	0.420548005475708	Inf	-0.324258944502657	1.32425894450243
8	WGN15	1.49999999999989	0.4205480054757	Inf	0.675741055497364	2.32425894450242
9	WGN15	0.999999999999887	0.420548005475708	Inf	0.175741055497347	1.82425894450243
10	WGN15	0.499999999999891	0.4205480054757	Inf	-0.324258944502635	1.32425894450242
11	WGN15	-1.1220625123487e-13	0.420548005475705	Inf	-0.824258944502647	0.824258944502423
12	WGN15	-1.05544913087119e-13	0.420548005475701	Inf	-0.824258944502632	0.824258944502421
13	WGN15	0.499999999999902	0.420548005475699	Inf	-0.324258944502621	1.32425894450242
14	WGN15	0.999999999999883	0.420548005475699	Inf	0.175741055497361	1.82425894450241
15	WGN15	0.499999999999861	0.420548005475711	Inf	-0.324258944502686	1.32425894450241
16	WGN15	0.499999999999882	0.420548005475703	Inf	-0.324258944502649	1.32425894450241
17	WGN15	0.499999999999894	0.420548005475704	Inf	-0.324258944502638	1.32425894450243
18	WGN15	0.999999999999884	0.420548005475706	Inf	0.175741055497347	1.82425894450242
