plantID3	famID	emmean	SE	df	asymp.LCL	asymp.UCL
1	WGN07	0.999999999999554	0.352446711364487	Inf	0.309217139255576	1.69078286074353
2	WGN07	1.00000000000007	0.352446711364609	Inf	0.309217139255853	1.69078286074429
3	WGN07	0.500000000000024	0.3524467113646	Inf	-0.190782860744175	1.19078286074422
4	WGN07	-9.79268749423667e-14	0.352446711364565	Inf	-0.690782860744229	0.690782860744034
5	WGN07	0.500000000000034	0.352446711364575	Inf	-0.190782860744117	1.19078286074418
6	WGN07	0.999999999999972	0.352446711364585	Inf	0.309217139255802	1.69078286074414
7	WGN07	0.999999999999955	0.352446711364577	Inf	0.309217139255801	1.69078286074411
8	WGN07	0.999999999999967	0.352446711364591	Inf	0.309217139255786	1.69078286074415
9	WGN07	0.500000000000022	0.352446711364579	Inf	-0.190782860744136	1.19078286074418
10	WGN07	0.499999999999949	0.352446711364587	Inf	-0.190782860744225	1.19078286074412
11	WGN07	0.499999999999952	0.352446711364579	Inf	-0.190782860744206	1.19078286074411
12	WGN07	0.499999999999998	0.352446711364587	Inf	-0.190782860744175	1.19078286074417
13	WGN07	-2.24317092678561e-14	0.352446711364578	Inf	-0.690782860744179	0.690782860744135
14	WGN07	0.999999999999972	0.352446711364571	Inf	0.309217139255829	1.69078286074411
15	WGN07	-5.86249798706362e-14	0.352446711364593	Inf	-0.690782860744244	0.690782860744127
16	WGN07	0.999999999999993	0.35244671136459	Inf	0.309217139255813	1.69078286074417
17	WGN07	5.99000016254791e-15	0.352446711364583	Inf	-0.69078286074416	0.690782860744172
18	WGN07	1.15411152856737e-14	0.35244671136458	Inf	-0.690782860744148	0.690782860744171
20	WGN07	-1.39940142807049e-14	0.352446711364581	Inf	-0.690782860744176	0.690782860744148
21	WGN07	-2.4985222224494e-14	0.352446711364586	Inf	-0.690782860744197	0.690782860744147
22	WGN07	0.50000000000001	0.352446711364573	Inf	-0.190782860744136	1.19078286074416
23	WGN07	-1.26617466511547e-14	0.352446711364582	Inf	-0.690782860744178	0.690782860744153
24	WGN07	-3.00280633691585e-15	0.352446711364573	Inf	-0.69078286074415	0.690782860744144
25	WGN07	0.499999999999973	0.352446711364584	Inf	-0.190782860744197	1.19078286074414
26	WGN07	0.999999999999948	0.352446711364583	Inf	0.309217139255781	1.69078286074411
27	WGN07	0.49999999999996	0.352446711364589	Inf	-0.190782860744218	1.19078286074414
28	WGN07	0.999999999999978	0.352446711364582	Inf	0.309217139255813	1.69078286074414
29	WGN07	0.999999999999966	0.352446711364586	Inf	0.309217139255795	1.69078286074414
30	WGN07	0.499999999999964	0.352446711364583	Inf	-0.190782860744203	1.19078286074413
31	WGN07	-4.76337719268471e-14	0.352446711364575	Inf	-0.690782860744198	0.690782860744103
32	WGN07	0.499999999999943	0.352446711364585	Inf	-0.190782860744227	1.19078286074411
33	WGN07	0.99999999999996	0.352446711364585	Inf	0.309217139255789	1.69078286074413
34	WGN07	0.999999999999942	0.352446711364585	Inf	0.309217139255773	1.69078286074411
35	WGN07	0.999999999999973	0.352446711364584	Inf	0.309217139255805	1.69078286074414
