"merge_col","threshability","floret_score_mean","rachis_breaks_mean"
"WGN46D47_TLI_2018_2",98,0,0
"WGN26C19_TLI_2018_2",99,0,0
"WGN07D52_TLI_2018_2",100,0,0
"WGN46C15_TLI_2018_2",100,0,0
"WGN38C53_TLI_2018_2",100,0,0
"WGN39D40_TLI_2018_2",100,0,1
"WGN15C21_TLI_2018_2",NA,0,0
"WGN36D20_TLI_2018_2",NA,0,0
"WGN45D30_TLI_2018_2",70,0,0
"WGN63D52_TLI_2018_2",NA,NA,NA
"WGN15D57_TLI_2018_2",NA,0,0
"WGN46C35_TLI_2018_2",100,0,0
"WGN15C32_TLI_2018_2",NA,0,0
"WGN15D26_TLI_2018_2",100,0,0
"WGN46C34_TLI_2018_2",100,0,0
"WGN26P01_TLI_2018_2",60,0,0
"WGN45C30_TLI_2018_2",100,0,0
"WGN36D49_TLI_2018_2",95,1,0
"WGN55D19_TLI_2018_2",100,0,0
"WGN07C22_TLI_2018_2",NA,0,0
"WGN39C09_TLI_2018_2",100,0,0
"WGN46D08_TLI_2018_2",75,0,0
"WGN63C49_TLI_2018_2",100,0,0
"WGN39C65_TLI_2018_2",NA,0,0
"WGN55C50_TLI_2018_2",NA,NA,NA
"WGN07D17_TLI_2018_2",100,0,0
"WGN26C26_TLI_2018_2",99,0,0
"WGN36C14_TLI_2018_2",NA,0,0
"WGN55D16_TLI_2018_2",100,0,0
"WGN63D12_TLI_2018_2",NA,0,1
"WGN26D19_TLI_2018_2",100,0,0
"WGN45C22_TLI_2018_2",100,0,0
"WGN63C32_TLI_2018_2",NA,0,0
"WGN07C37_TLI_2018_2",NA,0,0
"WGN39C64_TLI_2018_2",NA,0,0
"WGN38C13_TLI_2018_2",NA,0,0
"WGN55C48_TLI_2018_2",100,0,0
"WGN26D17_TLI_2018_2",100,0,0
"WGN45D13_TLI_2018_2",100,0,0
"WGN46C32_TLI_2018_2",95,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN36C29_TLI_2018_2",95,0,0
"WGN55D39_TLI_2018_2",NA,0,0
"WGN39D35_TLI_2018_2",100,0,0
"WGN45D40_TLI_2018_2",100,0,0
"WGN63D11_TLI_2018_2",NA,0,0
"WGN46D56_TLI_2018_2",100,0,0
"WGN26D22_TLI_2018_2",100,0,0
"WGN15D21_TLI_2018_2",NA,NA,NA
"WGN26C15_TLI_2018_2",NA,0,0
"WGN55C04_TLI_2018_2",NA,0,0
"WGN15D16_TLI_2018_2",100,0,0
"WGN39D38_TLI_2018_2",100,0,1
"WGN36D52_TLI_2018_2",100,0,0
"WGN39C42_TLI_2018_2",100,0,0
"WGN26D27_TLI_2018_2",100,0,0
"WGN15C35_TLI_2018_2",NA,0,0
"WGN45D16_TLI_2018_2",100,1,0
"WGN46C08_TLI_2018_2",100,0,0
"WGN55C32_TLI_2018_2",NA,0,1
"WGN63C14_TLI_2018_2",99,0,0
"WGN39D31_TLI_2018_2",NA,0,1
"WGN39C37_TLI_2018_2",NA,0,0
"WGN63D54_TLI_2018_2",NA,NA,0
"WGN15C28_TLI_2018_2",99,0,0
"WGN55C28_TLI_2018_2",99,0,0
"WGN46D23_TLI_2018_2",90,0,0
"WGN07C27_TLI_2018_2",100,0,0
"WGN55D10_TLI_2018_2",100,0,0
"WGN26C57_TLI_2018_2",NA,NA,0
"WGN38D14_TLI_2018_2",100,0,0
"WGN45D11_TLI_2018_2",100,0,0
"WGN07C46_TLI_2018_2",99,0,0
"WGN45C54_TLI_2018_2",100,0,0
"WGN07D31_TLI_2018_2",NA,NA,NA
"WGN36C19_TLI_2018_2",100,0,1
"WGN46C41_TLI_2018_2",90,0,0
"WGN07C60_TLI_2018_2",100,0,0
"WGN63C09_TLI_2018_2",NA,0,0
"WGN38D20_TLI_2018_2",100,0,0
"WGN38C22_TLI_2018_2",NA,NA,NA
"WGN38C19_TLI_2018_2",NA,0,0
"WGN45C26_TLI_2018_2",NA,NA,NA
"WGN59P01_TLI_2018_2",NA,NA,NA
"WGN36C24_TLI_2018_2",100,1,0
"WGN36D33_TLI_2018_2",100,0,1
"WGN39D52_TLI_2018_2",100,0,2
"WGN36P01_TLI_2018_2",100,0,0
"WGN38C27_TLI_2018_2",100,0,0
"WGN26D11_TLI_2018_2",99,0,1
"WGN55C41_TLI_2018_2",NA,0,0
"WGN39C12_TLI_2018_2",NA,0,0
"WGN15D08_TLI_2018_2",100,0,0
"WGN55D15_TLI_2018_2",NA,0,0
"WGN38C31_TLI_2018_2",100,0,0
"WGN36D28_TLI_2018_2",100,0,0
"WGN07D58_TLI_2018_2",99,0,0
"WGN46C33_TLI_2018_2",100,0,0
"WGN26C49_TLI_2018_2",80,0,0
"WGN45C07_TLI_2018_2",100,0,0
"WGN45D24_TLI_2018_2",100,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN46D30_TLI_2018_2",100,0,0
"WGN39D53_TLI_2018_2",NA,0,0
"WGN07D21_TLI_2018_2",100,0,0
"WGN55D38_TLI_2018_2",100,0,0
"WGN46C05_TLI_2018_2",100,0,0
"WGN26C10_TLI_2018_2",99,0,0
"WGN39D29_TLI_2018_2",98,0,0
"WGN26P01_TLI_2018_2",95,0,0
"WGN55D33_TLI_2018_2",100,0,0
"WGN15D55_TLI_2018_2",100,0,0
"WGN63C44_TLI_2018_2",100,0,0
"WGN38D16_TLI_2018_2",100,0,1
"WGN07C15_TLI_2018_2",100,0,0
"WGN15C27_TLI_2018_2",NA,NA,NA
"WGN46D24_TLI_2018_2",100,0,0
"WGN26C21_TLI_2018_2",100,0,0
"WGN55C58_TLI_2018_2",100,0,0
"WGN38C14_TLI_2018_2",99,0,0
"WGN39D26_TLI_2018_2",99,0,0
"WGN46D38_TLI_2018_2",95,0,0
"WGN45C20_TLI_2018_2",NA,0,0
"WGN36D27_TLI_2018_2",100,0,0
"WGN63D42_TLI_2018_2",70,0,0
"WGN36C51_TLI_2018_2",NA,0,0
"WGN63D49_TLI_2018_2",100,0,0
"WGN36C52_TLI_2018_2",100,0,0
"WGN26D32_TLI_2018_2",100,0,1
"WGN07C18_TLI_2018_2",100,0,0
"WGN45D23_TLI_2018_2",100,0,0
"WGN07C31_TLI_2018_2",100,0,0
"WGN39C41_TLI_2018_2",100,0,0
"WGN15C08_TLI_2018_2",99,0,0
"WGN63C33_TLI_2018_2",100,0,0
"WGN55C43_TLI_2018_2",100,0,0
"WGN26D21_TLI_2018_2",100,0,0
"WGN63C25_TLI_2018_2",96,0,0
"WGN38C05_TLI_2018_2",NA,NA,NA
"WGN39C31_TLI_2018_2",100,0,0
"WGN36D14_TLI_2018_2",100,0,0
"WGN45D01_TLI_2018_2",100,0,0
"WGN45D31_TLI_2018_2",NA,0,0
"WGN36D11_TLI_2018_2",100,0,0
"WGN26D49_TLI_2018_2",100,0,1
"WGN39C32_TLI_2018_2",100,0,0
"WGN45D42_TLI_2018_2",100,0,0
"WGN39D02_TLI_2018_2",95,0,0
"WGN15C04_TLI_2018_2",100,0,0
"WGN55D50_TLI_2018_2",100,0,0
"WGN55D49_TLI_2018_2",100,0,0
"WGN15D59_TLI_2018_2",NA,0,0
"WGN63C23_TLI_2018_2",NA,NA,NA
"WGN07D63_TLI_2018_2",100,0,0
"WGN39C30_TLI_2018_2",NA,0,0
"WGN26C17_TLI_2018_2",NA,0,0
"WGN07D46_TLI_2018_2",100,0,0
"WGN63C21_TLI_2018_2",100,0,0
"WGN07C04_TLI_2018_2",98,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN55C31_TLI_2018_2",NA,NA,NA
"WGN15C01_TLI_2018_2",NA,0,0
"WGN63D37_TLI_2018_2",NA,0,0
"WGN55C63_TLI_2018_2",98,0,0
"WGN07D64_TLI_2018_2",90,0,0
"WGN63C24_TLI_2018_2",NA,0,0
"WGN55D48_TLI_2018_2",NA,0,0
"WGN07C01_TLI_2018_2",100,0,0
"WGN45D47_TLI_2018_2",100,0,0
"WGN46C02_TLI_2018_2",97,0,0
"WGN45D46_TLI_2018_2",100,0,0
"WGN46P01_TLI_2018_2",90,0,0
"WGN55C26_TLI_2018_2",NA,0,0
"WGN39C35_TLI_2018_2",99,0,0
"WGN26D44_TLI_2018_2",90,0,0
"WGN39D01_TLI_2018_2",98,0,0
"WGN07D43_TLI_2018_2",100,0,0
"WGN39C34_TLI_2018_2",100,0,0
"WGN15C06_TLI_2018_2",100,0,0
"WGN39D03_TLI_2018_2",99,0,0
"WGN39C26_TLI_2018_2",97,0,0
"WGN38D30_TLI_2018_2",95,0,0
"WGN63D39_TLI_2018_2",NA,0,0
"WGN45C57_TLI_2018_2",70,0,0
"WGN07C39_TLI_2018_2",100,0,0
"WGN45D51_TLI_2018_2",100,0,0
"WGN26D02_TLI_2018_2",NA,0,0
"WGN46D59_TLI_2018_2",75,0,0
"WGN38D03_TLI_2018_2",NA,0,0
"WGN55D63_TLI_2018_2",99,0,0
"WGN36D05_TLI_2018_2",100,0,0
"WGN39C44_TLI_2018_2",NA,0,0
"WGN46D31_TLI_2018_2",96,0,0
"WGN46C23_TLI_2018_2",NA,0,0
"WGN15C46_TLI_2018_2",100,0,0
"WGN07C58_TLI_2018_2",98,0,0
"WGN26D07_TLI_2018_2",100,0,0
"WGN38C48_TLI_2018_2",100,0,0
"WGN63D34_TLI_2018_2",90,0,0
"WGN15D46_TLI_2018_2",NA,0,0
"WGN63C06_TLI_2018_2",NA,NA,NA
"WGN55D65_TLI_2018_2",80,0,0
"WGN15C63_TLI_2018_2",100,0,0
"WGN36D59_TLI_2018_2",98,0,1
"WGN45D02_TLI_2018_2",100,0,0
"WGN15D30_TLI_2018_2",NA,0,0
"WGN38C59_TLI_2018_2",99,0,0
"WGN55C18_TLI_2018_2",100,0,0
"WGN15D32_TLI_2018_2",NA,0,0
"WGN07C44_TLI_2018_2",100,0,0
"WGN26C37_TLI_2018_2",99,0,0
"WGN36C09_TLI_2018_2",99,0,0
"WGN55C13_TLI_2018_2",98,0,0
"WGN39D61_TLI_2018_2",99,0,1
"WGN63D64_TLI_2018_2",NA,0,0
"WGN07D04_TLI_2018_2",100,0,0
"WGN46C24_TLI_2018_2",NA,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN39C02_TLI_2018_2",100,0,0
"WGN39D50_TLI_2018_2",NA,0,0
"WGN38C42_TLI_2018_2",90,0,0
"WGN38P01_TLI_2018_2",100,0,1
"WGN55D02_TLI_2018_2",100,0,0
"WGN07D39_TLI_2018_2",100,0,0
"WGN26D59_TLI_2018_2",99,0,0
"WGN36C65_TLI_2018_2",100,0,1
"WGN63C57_TLI_2018_2",NA,0,0
"WGN26C50_TLI_2018_2",95,0,0
"WGN45C41_TLI_2018_2",100,0,1
"WGN45D49_TLI_2018_2",100,0,0
"WGN36C26_TLI_2018_2",100,0,0
"WGN55D54_TLI_2018_2",100,0,0
"WGN55C37_TLI_2018_2",100,0,0
"WGN45C18_TLI_2018_2",100,0,0
"WGN46C59_TLI_2018_2",NA,0,0
"WGN15D60_TLI_2018_2",100,0,0
"WGN07C38_TLI_2018_2",NA,0,0
"WGN26C18_TLI_2018_2",90,0,0
"WGN55C24_TLI_2018_2",100,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN63D27_TLI_2018_2",100,0,0
"WGN26C44_TLI_2018_2",100,0,0
"WGN36C27_TLI_2018_2",NA,0,0
"WGN39P01_TLI_2018_2",100,0,0
"WGN45D03_TLI_2018_2",100,0,0
"WGN55D01_TLI_2018_2",100,0,0
"WGN38D18_TLI_2018_2",NA,0,0
"WGN38C64_TLI_2018_2",100,0,0
"WGN55D46_TLI_2018_2",95,0,1
"WGN38C72_TLI_2018_2",99,0,0
"WGN15C44_TLI_2018_2",97,0,0
"WGN45D25_TLI_2018_2",100,0,0
"WGN46D44_TLI_2018_2",98,0,0
"WGN55C10_TLI_2018_2",94,0,0
"WGN39C25_TLI_2018_2",100,0,0
"WGN46C09_TLI_2018_2",100,0,0
"WGN07C57_TLI_2018_2",NA,0,0
"WGN07D28_TLI_2018_2",100,0,0
"WGN63C07_TLI_2018_2",98,0,0
"WGN26D14_TLI_2018_2",100,0,0
"WGN36C50_TLI_2018_2",NA,0,0
"WGN15C19_TLI_2018_2",NA,0,0
"WGN15D23_TLI_2018_2",NA,0,0
"WGN63C46_TLI_2018_2",NA,0,0
"WGN07D09_TLI_2018_2",100,0,0
"WGN46D05_TLI_2018_2",100,0,0
"WGN45C51_TLI_2018_2",99,0,0
"WGN39D20_TLI_2018_2",99,0,0
"WGN36D40_TLI_2018_2",NA,0,0
"WGN38C17_TLI_2018_2",100,0,0
"WGN39D63_TLI_2018_2",NA,0,0
"WGN26D37_TLI_2018_2",100,0,0
"WGN63D53_TLI_2018_2",NA,0,0
"WGN36D02_TLI_2018_2",NA,0,0
"WGN39C55_TLI_2018_2",100,0,0
"WGN46C11_TLI_2018_2",100,0,0
"WGN26C63_TLI_2018_2",NA,0,0
"WGN26D25_TLI_2018_2",99,0,0
"WGN07C13_TLI_2018_2",NA,NA,NA
"WGN39C57_TLI_2018_2",NA,0,0
"WGN36D41_TLI_2018_2",NA,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN63D20_TLI_2018_2",NA,NA,0
"WGN55D31_TLI_2018_2",NA,0,0
"WGN55D32_TLI_2018_2",NA,NA,0
"WGN38C32_TLI_2018_2",100,0,0
"WGN26C60_TLI_2018_2",100,0,0
"WGN46D07_TLI_2018_2",NA,0,0
"WGN46C40_TLI_2018_2",100,0,0
"WGN46D42_TLI_2018_2",100,0,0
"WGN45D63_TLI_2018_2",100,0,0
"WGN63D15_TLI_2018_2",NA,NA,0
"WGN15D06_TLI_2018_2",100,NA,0
"WGN26C58_TLI_2018_2",NA,0,0
"WGN63D09_TLI_2018_2",100,0,0
"WGN15C14_TLI_2018_2",NA,0,0
"WGN07D16_TLI_2018_2",NA,0,0
"WGN36D36_TLI_2018_2",NA,0,0
"WGN55C65_TLI_2018_2",100,0,0
"WGN55C38_TLI_2018_2",NA,0,0
"WGN15D43_TLI_2018_2",NA,0,0
"WGN45D28_TLI_2018_2",100,0,0
"WGN36C23_TLI_2018_2",NA,0,0
"WGN38C29_TLI_2018_2",NA,NA,NA
"WGN63C45_TLI_2018_2",NA,NA,0
"WGN15D54_TLI_2018_2",NA,0,0
"WGN39D33_TLI_2018_2",99,0,0
"WGN26D26_TLI_2018_2",100,0,0
"WGN07C05_TLI_2018_2",100,0,0
"WGN45C53_TLI_2018_2",NA,0,0
"WGN63C31_TLI_2018_2",98,0,0
"WGN38C33_TLI_2018_2",100,0,0
"WGN38D29_TLI_2018_2",NA,NA,0
"WGN15C26_TLI_2018_2",NA,0,0
"WGN39D16_TLI_2018_2",100,0,0
"WGN38C67_TLI_2018_2",100,0,0
"WGN36C22_TLI_2018_2",99,0,1
"WGN39C51_TLI_2018_2",96,0,0
"WGN63C50_TLI_2018_2",100,0,0
"WGN39C61_TLI_2018_2",NA,NA,0
"WGN38P01_TLI_2018_2",98,0,0
"WGN39D62_TLI_2018_2",NA,0,0
"WGN38C56_TLI_2018_2",100,0,0
"WGN63C08_TLI_2018_2",NA,NA,NA
"WGN15C43_TLI_2018_2",100,0,0
"WGN36C56_TLI_2018_2",100,0,0
"WGN26C08_TLI_2018_2",100,0,0
"WGN63D28_TLI_2018_2",100,0,0
"WGN45C49_TLI_2018_2",NA,0,0
"WGN26D57_TLI_2018_2",100,0,0
"WGN46D28_TLI_2018_2",90,0,0
"WGN26C32_TLI_2018_2",90,0,0
"WGN63D21_TLI_2018_2",100,0,0
"WGN38C75_TLI_2018_2",95,0,0
"WGN36C07_TLI_2018_2",95,0,0
"WGN39D41_TLI_2018_2",100,0,0
"WGN63C52_TLI_2018_2",100,0,0
"WGN26C47_TLI_2018_2",98,0,0
"WGN45D52_TLI_2018_2",100,0,0
"WGN46D54_TLI_2018_2",NA,0,0
"WGN26D47_TLI_2018_2",100,0,0
"WGN07D41_TLI_2018_2",100,0,0
"WGN63D58_TLI_2018_2",100,0,0
"WGN15D47_TLI_2018_2",100,0,0
"WGN15C45_TLI_2018_2",100,0,0
"WGN15C59_TLI_2018_2",NA,0,0
"WGN55C12_TLI_2018_2",100,0,0
"WGN07P01_TLI_2018_2",99,0,0
"WGN45C32_TLI_2018_2",NA,NA,NA
"WGN39C05_TLI_2018_2",NA,0,0
"WGN07D29_TLI_2018_2",NA,0,0
"WGN36D60_TLI_2018_2",97,0,0
"WGN46C57_TLI_2018_2",100,0,0
"WGN07C53_TLI_2018_2",100,0,0
"WGN15D29_TLI_2018_2",NA,0,0
"WGN55C17_TLI_2018_2",100,0,0
"WGN55D61_TLI_2018_2",100,0,1
"WGN59P01_TLI_2018_2",100,0,0
"WGN45D15_TLI_2018_2",NA,NA,NA
"WGN38C43_TLI_2018_2",100,0,0
"WGN39C43_TLI_2018_2",94,0,0
"WGN38D04_TLI_2018_2",100,0,0
"WGN36D10_TLI_2018_2",90,0,0
"WGN55D06_TLI_2018_2",50,0,0
"WGN07C43_TLI_2018_2",100,0,0
"WGN46C58_TLI_2018_2",100,0,0
"WGN39D42_TLI_2018_2",100,0,0
"WGN46C29_TLI_2018_2",100,0,0
"WGN15D51_TLI_2018_2",NA,0,0
"WGN55C11_TLI_2018_2",100,0,0
"WGN59P01_TLI_2018_2",NA,0,0
"WGN07C54_TLI_2018_2",100,0,0
"WGN15C48_TLI_2018_2",NA,0,0
"WGN07D37_TLI_2018_2",100,0,0
"WGN38C65_TLI_2018_2",100,0,0
"WGN36C53_TLI_2018_2",NA,NA,NA
"WGN55D52_TLI_2018_2",NA,0,0
"WGN07C40_TLI_2018_2",100,0,0
"WGN36D57_TLI_2018_2",NA,0,0
"WGN55C19_TLI_2018_2",100,0,0
"WGN45P01_TLI_2018_2",100,0,0
"WGN26C01_TLI_2018_2",100,0,0
"WGN45C44_TLI_2018_2",NA,0,0
"WGN55D04_TLI_2018_2",100,0,0
"WGN39C39_TLI_2018_2",NA,0,0
"WGN63C16_TLI_2018_2",NA,0,0
"WGN36C03_TLI_2018_2",NA,0,0
"WGN63D33_TLI_2018_2",100,0,0
"WGN45C62_TLI_2018_2",100,0,0
"WGN38C41_TLI_2018_2",100,0,0
"WGN39C45_TLI_2018_2",NA,0,0
"WGN45D10_TLI_2018_2",100,0,0
"WGN26C38_TLI_2018_2",100,0,0
"WGN63C61_TLI_2018_2",NA,0,0
"WGN26D05_TLI_2018_2",NA,0,0
"WGN39D46_TLI_2018_2",NA,0,0
"WGN45C43_TLI_2018_2",100,0,0
"WGN39C04_TLI_2018_2",100,0,0
"WGN07D30_TLI_2018_2",NA,0,0
"WGN38C52_TLI_2018_2",NA,0,0
"WGN38D06_TLI_2018_2",NA,0,0
"WGN36D08_TLI_2018_2",100,0,0
"WGN63D32_TLI_2018_2",NA,0,0
"WGN45D58_TLI_2018_2",NA,0,0
"WGN26D61_TLI_2018_2",100,0,0
"WGN15C60_TLI_2018_2",NA,0,0
"WGN46D33_TLI_2018_2",100,0,0
"WGN38C78_TLI_2018_2",100,0,0
"WGN46C62_TLI_2018_2",100,0,0
"WGN26C52_TLI_2018_2",100,0,0
"WGN46D64_TLI_2018_2",95,0,0
"WGN15D34_TLI_2018_2",NA,0,0
"WGN39D56_TLI_2018_2",100,0,0
"WGN15C55_TLI_2018_2",NA,0,0
"WGN46D55_TLI_2018_2",NA,0,0
"WGN46C22_TLI_2018_2",100,0,0
"WGN07C48_TLI_2018_2",100,0,0
"WGN38C63_TLI_2018_2",98,0,0
"WGN55C08_TLI_2018_2",NA,NA,NA
"WGN36C55_TLI_2018_2",NA,0,0
"WGN07D24_TLI_2018_2",NA,0,0
"WGN26D58_TLI_2018_2",NA,0,0
"WGN36D64_TLI_2018_2",NA,NA,NA
"WGN45C65_TLI_2018_2",100,0,0
"WGN46C60_TLI_2018_2",100,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN15C41_TLI_2018_2",100,0,0
"WGN45C37_TLI_2018_2",100,0,0
"WGN26C34_TLI_2018_2",100,0,0
"WGN38C01_TLI_2018_2",99,0,0
"WGN36C20_TLI_2018_2",100,0,0
"WGN39D59_TLI_2018_2",100,0,0
"WGN63C59_TLI_2018_2",100,0,0
"WGN46C21_TLI_2018_2",100,0,0
"WGN36D50_TLI_2018_2",NA,0,0
"WGN26C51_TLI_2018_2",NA,0,0
"WGN38C49_TLI_2018_2",98,0,0
"WGN63D29_TLI_2018_2",100,0,0
"WGN55C22_TLI_2018_2",100,0,0
"WGN55D64_TLI_2018_2",100,0,0
"WGN45D09_TLI_2018_2",100,0,0
"WGN07D48_TLI_2018_2",NA,0,0
"WGN63D23_TLI_2018_2",NA,0,0
"WGN46P01_TLI_2018_2",100,0,1
"WGN15D17_TLI_2018_2",NA,0,0
"WGN26D01_TLI_2018_2",NA,0,0
"WGN39C50_TLI_2018_2",NA,0,0
"WGN63D57_TLI_2018_2",100,0,0
"WGN39D09_TLI_2018_2",100,0,0
"WGN63C12_TLI_2018_2",100,0,0
"WGN55D07_TLI_2018_2",NA,0,0
"WGN45C52_TLI_2018_2",100,0,0
"WGN46D26_TLI_2018_2",100,0,0
"WGN45D53_TLI_2018_2",100,0,0
"WGN07C64_TLI_2018_2",100,0,0
"WGN63D36_TLI_2018_2",100,0,0
"WGN15D41_TLI_2018_2",NA,0,0
"WGN38D05_TLI_2018_2",90,0,0
"WGN39C07_TLI_2018_2",NA,0,0
"WGN63C13_TLI_2018_2",NA,0,0
"WGN45C64_TLI_2018_2",NA,0,0
"WGN45D55_TLI_2018_2",100,0,0
"WGN15D42_TLI_2018_2",100,0,0
"WGN46C53_TLI_2018_2",NA,0,0
"WGN38C76_TLI_2018_2",100,0,0
"WGN46D57_TLI_2018_2",100,0,0
"WGN26C53_TLI_2018_2",95,0,0
"WGN45C36_TLI_2018_2",100,0,0
"WGN36D55_TLI_2018_2",NA,0,1
"WGN55C14_TLI_2018_2",100,0,0
"WGN63C54_TLI_2018_2",NA,0,0
"WGN36C15_TLI_2018_2",NA,NA,NA
"WGN15D20_TLI_2018_2",100,0,0
"WGN07C63_TLI_2018_2",100,0,0
"WGN45C47_TLI_2018_2",100,0,0
"WGN15C57_TLI_2018_2",NA,0,0
"WGN07D65_TLI_2018_2",100,0,0
"WGN36D07_TLI_2018_2",100,0,0
"WGN45D08_TLI_2018_2",100,0,0
"WGN55D12_TLI_2018_2",95,0,0
"WGN38C54_TLI_2018_2",100,0,0
"WGN63D65_TLI_2018_2",100,0,0
"WGN07D20_TLI_2018_2",100,0,0
"WGN59P01_TLI_2018_2",NA,0,0
"WGN38D13_TLI_2018_2",100,0,0
"WGN39C47_TLI_2018_2",NA,0,0
"WGN46D29_TLI_2018_2",100,0,0
"WGN55C29_TLI_2018_2",100,0,0
"WGN39D65_TLI_2018_2",NA,0,0
"WGN36D65_TLI_2018_2",100,0,0
"WGN63D24_TLI_2018_2",NA,0,0
"WGN26D60_TLI_2018_2",NA,1,0
"WGN07D49_TLI_2018_2",100,0,0
"WGN63C26_TLI_2018_2",100,0,0
"WGN55D58_TLI_2018_2",100,0,0
"WGN36C61_TLI_2018_2",100,0,0
"WGN39C28_TLI_2018_2",NA,0,0
"WGN39D36_TLI_2018_2",NA,0,0
"WGN26C36_TLI_2018_2",NA,0,0
"WGN46C17_TLI_2018_2",100,0,0
"WGN15P01_TLI_2018_2",NA,0,0
"WGN07C33_TLI_2018_2",NA,0,0
"WGN26D06_TLI_2018_2",100,0,0
"WGN15C40_TLI_2018_2",NA,0,0
"WGN15D27_TLI_2018_2",100,0,0
"WGN39C27_TLI_2018_2",99,0,0
"WGN15C10_TLI_2018_2",100,0,0
"WGN07D47_TLI_2018_2",100,0,0
"WGN45D26_TLI_2018_2",NA,0,0
"WGN26D43_TLI_2018_2",NA,NA,NA
"WGN46C06_TLI_2018_2",100,0,0
"WGN46C07_TLI_2018_2",100,0,0
"WGN26C59_TLI_2018_2",NA,0,0
"WGN39D19_TLI_2018_2",NA,NA,NA
"WGN46D40_TLI_2018_2",100,0,0
"WGN36D13_TLI_2018_2",99,0,0
"WGN45C06_TLI_2018_2",100,0,0
"WGN55C64_TLI_2018_2",NA,0,0
"WGN36C49_TLI_2018_2",100,0,0
"WGN26D46_TLI_2018_2",NA,0,0
"WGN39C21_TLI_2018_2",95,0,0
"WGN63P01_TLI_2018_2",100,0,0
"WGN36C44_TLI_2018_2",NA,0,0
"WGN38C04_TLI_2018_2",100,0,0
"WGN55P01_TLI_2018_2",100,0,0
"WGN55D25_TLI_2018_2",100,0,0
"WGN59P01_TLI_2018_2",NA,0,0
"WGN46D10_TLI_2018_2",NA,NA,NA
"WGN45C01_TLI_2018_2",100,0,0
"WGN63D38_TLI_2018_2",NA,0,0
"WGN39C22_TLI_2018_2",100,0,0
"WGN15D64_TLI_2018_2",100,0,0
"WGN45D50_TLI_2018_2",100,0,0
"WGN38D34_TLI_2018_2",100,0,0
"WGN15C03_TLI_2018_2",100,0,0
"WGN55D30_TLI_2018_2",NA,0,0
"WGN36D31_TLI_2018_2",100,0,0
"WGN38C35_TLI_2018_2",NA,0,0
"WGN55C62_TLI_2018_2",NA,0,0
"WGN15D04_TLI_2018_2",100,0,0
"WGN39C11_TLI_2018_2",100,0,0
"WGN46D37_TLI_2018_2",100,0,0
"WGN07D03_TLI_2018_2",NA,0,0
"WGN39D07_TLI_2018_2",NA,0,0
"WGN07D10_TLI_2018_2",NA,NA,NA
"WGN63C29_TLI_2018_2",100,0,0
"WGN38C10_TLI_2018_2",100,0,0
"WGN38C30_TLI_2018_2",90,0,0
"WGN07C16_TLI_2018_2",95,0,0
"WGN45D45_TLI_2018_2",92,0,0
"WGN07D01_TLI_2018_2",100,0,0
"WGN46D36_TLI_2018_2",100,0,0
"WGN15P01_TLI_2018_2",100,0,0
"WGN45C02_TLI_2018_2",NA,0,0
"WGN63D40_TLI_2018_2",100,0,0
"WGN26C16_TLI_2018_2",98,0,0
"WGN39D54_TLI_2018_2",100,0,0
"WGN59P01_TLI_2018_2",100,0,0
"WGN15C29_TLI_2018_1",NA,NA,NA
"WGN63D45_TLI_2018_1",100,0,0
"WGN38D24_TLI_2018_1",NA,NA,0
"WGN63D07_TLI_2018_1",NA,NA,NA
"WGN36C39_TLI_2018_1",100,0,0
"WGN36D52_TLI_2018_1",100,0,0
"WGN26C34_TLI_2018_1",100,0,0
"WGN63C45_TLI_2018_1",NA,0,0
"WGN45C26_TLI_2018_1",NA,NA,NA
"WGN39D43_TLI_2018_1",100,0,0
"WGN45D33_TLI_2018_1",100,0,0
"WGN55D22_TLI_2018_1",NA,0,0
"WGN38C11_TLI_2018_1",NA,NA,0
"WGN45D02_TLI_2018_1",100,0,0
"WGN26C60_TLI_2018_1",100,0,0
"WGN07D26_TLI_2018_1",NA,0,0
"WGN26C22_TLI_2018_1",100,0,0
"WGN63C04_TLI_2018_1",NA,0,0
"WGN15C56_TLI_2018_1",NA,0,0
"WGN46C17_TLI_2018_1",100,0,0
"WGN39C65_TLI_2018_1",NA,NA,NA
"WGN15D48_TLI_2018_1",NA,0,0
"WGN07D48_TLI_2018_1",NA,0,0
"WGN63D51_TLI_2018_1",100,0,0
"WGN45D51_TLI_2018_1",100,0,0
"WGN39D23_TLI_2018_1",NA,NA,NA
"WGN36D47_TLI_2018_1",NA,0,0
"WGN63P01_TLI_2018_1",NA,0,1
"WGN59P01_TLI_2018_1",NA,0,0
"WGN07C42_TLI_2018_1",NA,0,0
"WGN46D22_TLI_2018_1",100,0,0
"WGN26D60_TLI_2018_1",NA,0,0
"WGN55C48_TLI_2018_1",100,0,0
"WGN36C49_TLI_2018_1",95,0,0
"WGN55C15_TLI_2018_1",100,0,0
"WGN39C44_TLI_2018_1",NA,0,0
"WGN15D44_TLI_2018_1",NA,NA,NA
