plantID3	famID	response	SE	df	lower.CL	upper.CL
1	WGN07	93.5817059098591	3.5604550291839	1122	84.9314312182643	98.7147914172273
2	WGN07	94.3779815202164	3.34642962462671	1122	86.1098471592218	99.0646645964982
3	WGN07	97.3716556369841	2.32411508424308	1122	90.961531740141	99.9587287521498
4	WGN07	93.3135224943171	3.62886828679337	1122	84.5416475326766	98.5898515688137
5	WGN07	96.2575313952374	2.75738025986333	1122	89.0537284892883	99.7281970658279
6	WGN07	100	4.33149765176445e-13	1122	97.9824165261528	100
7	WGN07	96.0609040895818	2.82599788152318	1122	88.7322179344018	99.6723214894994
8	WGN07	98.5422586969591	1.74121221533889	1122	93.2131761759808	100
9	WGN07	89.3456686454125	4.48229123091084	1122	79.0820025767095	96.4340078810588
10	WGN07	98.1314235093982	1.96725070264122	1122	92.3813947565853	100
11	WGN07	97.9999999999998	2.03389371885107	1122	92.1262789973602	100
12	WGN07	100	2.55729536609341e-13	1122	97.9824165261531	100
13	WGN07	97.3716556369832	2.32411508424331	1122	90.96153174014	99.9587287521497
14	WGN07	87.6084148543805	4.78670390009959	1122	76.825623298083	95.3560817591677
15	WGN07	99.4974746830581	1.02727145772325	1122	95.5117640346785	100
16	WGN07	97.371655636983	2.3241150842434	1122	90.9615317401396	99.9587287521496
17	WGN07	97.0832090495547	2.44469640031104	1122	90.4513251133945	99.9153208067534
18	WGN07	95.5132775677525	3.00743808460698	1122	87.8554901718386	99.4979914972149
20	WGN07	98.7339717240442	1.62425879084336	1122	93.6235303915654	100
21	WGN07	95.1981846701224	3.10611320401124	1122	87.3621144819943	99.3866104407186
22	WGN07	98.1314235093979	1.96725070264142	1122	92.3813947565845	100
23	WGN07	94.9999999999993	3.1662632794192	1122	87.05549933807	99.3128504090052
24	WGN07	95.615259337572	2.97464935242499	1122	88.016823260354	99.5323916790016
25	WGN07	96.5173015196896	2.6635493221914	1122	89.4846372878673	99.7958641997495
26	WGN07	98.9999999999995	1.44549907047658	1122	94.2248344775609	100
27	WGN07	92.6975711163334	3.77979342248394	1122	83.6584174433194	98.2908882350395
28	WGN07	94.9999999999993	3.16626327941919	1122	87.0554993380699	99.3128504090051
29	WGN07	96.9999999999992	2.47825912497106	1122	90.3065090809288	99.9004339882382
30	WGN07	97.9999999999994	2.03389371885118	1122	92.1262789973597	100
31	WGN07	99.0000000000001	1.44549907047612	1122	94.2248344775624	100
32	WGN07	97.0832090495553	2.4446964003108	1122	90.4513251133955	99.9153208067535
33	WGN07	97.9999999999994	2.03389371885117	1122	92.1262789973598	100
34	WGN07	93.3135224943202	3.62886828679284	1122	84.5416475326804	98.5898515688154
35	WGN07	84.075652042249	7.519307211964	1122	66.9860665963108	95.6999908083643
36	WGN07	98.9999999999991	1.44549907047679	1122	94.2248344775603	100
37	WGN07	100	4.62182166214714e-13	1122	97.9824165261527	100
38	WGN07	96.5173015196897	2.6635493221913	1122	89.4846372878677	99.7958641997495
39	WGN07	94.5107258321829	3.30901114585852	1122	86.3096628898121	99.119624580637
40	WGN07	95.5132775677524	3.00743808460694	1122	87.8554901718387	99.4979914972149
41	WGN07	90.6003748701055	4.23955704827936	1122	80.7559199129822	97.168244012433
42	WGN07	98.542258696959	1.74121221533893	1122	93.2131761759807	100
44	WGN07	99.497474683058	1.02727145772329	1122	95.5117640346785	100
46	WGN07	98.9999999999997	1.4454990704764	1122	94.2248344775615	100
47	WGN07	97.3716556369834	2.32411508424323	1122	90.9615317401403	99.9587287521497
48	WGN07	99.7493718553308	0.726390613875538	1122	96.3358870499156	100
49	WGN07	94.7213595499953	3.24851758168611	1122	86.6288896045317	99.2046664572184
50	WGN07	98.5422586969587	1.74121221533912	1122	93.21317617598	100
51	WGN07	87.6084148543807	4.78670390009958	1122	76.8256232980832	95.3560817591679
52	WGN07	87.6084148543808	4.7867039000996	1122	76.8256232980832	95.3560817591679
53	WGN07	94.5107258321843	3.30901114585812	1122	86.3096628898142	99.1196245806375
54	WGN07	98.7295993997582	2.30147313669458	1122	90.4275249590321	100
55	WGN07	96.6630318022307	2.60919453104182	1122	89.7296972110042	99.8305039213073
56	WGN07	100	2.52503714271758e-13	1122	97.9824165261531	100
57	WGN07	92.6975711163332	3.77979342248396	1122	83.6584174433192	98.2908882350393
58	WGN07	62.940952255124	7.01639453916146	1122	48.8377051264847	75.9998213275324
59	WGN07	96.6630318022306	2.60919453104187	1122	89.729697211004	99.8305039213073
60	WGN07	99.497474683058	1.0272714577233	1122	95.5117640346784	100
61	WGN07	96.0609040895822	2.82599788152315	1122	88.7322179344022	99.6723214894996
62	WGN07	85.9014665797403	7.15153281658617	1122	69.3676725946377	96.6771793758925
63	WGN07	94.9999999999994	3.16626327941916	1122	87.0554993380701	99.3128504090052
64	WGN07	94.9999999999995	3.1662632794191	1122	87.0554993380703	99.3128504090052
66	WGN07	87.6084148543802	4.78670390009956	1122	76.8256232980827	95.3560817591674
67	WGN07	83.1734976624652	5.43487584011872	1122	71.3150492799546	92.3547340188368
68	WGN07	98.542258696959	1.74121221533896	1122	93.2131761759806	100
69	WGN07	84.9999999999966	5.18746658015636	1122	73.5467389641696	93.6286441724389
71	WGN07	99.7493718553308	0.726390613875637	1122	96.3358870499153	100
73	WGN07	98.9999999999998	1.44549907047636	1122	94.2248344775616	100
74	WGN07	96.6630318022308	2.60919453104179	1122	89.7296972110044	99.8305039213074
75	WGN07	98.9999999999996	1.4454990704765	1122	94.2248344775611	100
76	WGN07	99.7493718553309	0.726390613875468	1122	96.3358870499158	100
77	WGN07	94.9999999999988	3.16626327941936	1122	87.0554993380691	99.3128504090049
78	WGN07	91.0251167093087	4.1523623685097	1122	81.3322982833425	97.407071235862
79	WGN07	83.173497662465	5.43487584011863	1122	71.3150492799547	92.3547340188365
80	WGN07	100	1.49277399469075e-13	1122	97.9824165261532	100
81	WGN07	97.9999999999997	2.033893718851	1122	92.1262789973605	100
82	WGN07	93.3135224943195	3.62886828679302	1122	84.5416475326793	98.5898515688151
83	WGN07	95.1981846701223	3.10611320401129	1122	87.3621144819941	99.3866104407185
84	WGN07	98.9999999999996	1.44549907047649	1122	94.2248344775612	100
85	WGN07	93.3135224943184	3.6288682867932	1122	84.541647532678	98.5898515688145
86	WGN07	99.7493718553308	0.726390613875553	1122	96.3358870499155	100
87	WGN07	85.3553390593263	5.13635728861511	1122	73.9866675532311	93.8707166534881
88	WGN07	100	2.65407003622096e-13	1122	97.982416526153	100
89	WGN07	92.697571116332	3.77979342248422	1122	83.6584174433176	98.2908882350388
90	WGN07	90.6003748701056	4.23955704827942	1122	80.7559199129822	97.1682440124332
91	WGN07	94.0393004587288	3.43956506997065	1122	85.6045578189799	98.9199245062661
92	WGN07	97.3716556369833	2.32411508424338	1122	90.9615317401398	99.9587287521497
93	WGN07	100	2.97665226997931e-13	1122	97.982416526153	100
94	WGN07	97.7442304278163	2.15721361365255	1122	91.6421299720215	99.9932120723042
95	WGN07	98.5422586969589	1.74121221533901	1122	93.2131761759804	100
96	WGN07	99.7493718553308	0.726390613875596	1122	96.3358870499154	100
97	WGN07	98.1314235093981	1.96725070264126	1122	92.3813947565852	100
98	WGN07	97.3716556369833	2.32411508424326	1122	90.9615317401402	99.9587287521497
99	WGN07	96.0609040895818	2.82599788152331	1122	88.7322179344015	99.6723214894995
100	WGN07	97.5246140987524	2.25724550165503	1122	91.2377520263684	99.9760811308736
101	WGN07	98.5422586969592	1.74121221533885	1122	93.213176175981	100
102	WGN07	98.9999999999996	1.44549907047648	1122	94.2248344775613	100
103	WGN07	94.5982959330053	3.2840311649689	1122	86.4420510863054	99.1553093862596
104	WGN07	97.5246140987532	2.25724550165464	1122	91.2377520263699	99.9760811308737
105	WGN07	100	3.10568516348267e-13	1122	97.982416526153	100
106	WGN07	94.7213595499947	3.24851758168634	1122	86.6288896045306	99.2046664572183
107	WGN07	92.8958040488916	3.73212116087554	1122	83.9409266238226	98.3888468601047
108	WGN07	95.6152593375716	2.97464935242497	1122	88.0168232603539	99.5323916790013
109	WGN07	95.5132775677528	3.00743808460683	1122	87.8554901718392	99.497991497215
110	WGN07	98.9999999999998	1.44549907047638	1122	94.2248344775616	100
111	WGN07	97.3716556369835	2.32411508424317	1122	90.9615317401405	99.9587287521497
112	WGN07	95.6152593375718	2.97464935242494	1122	88.0168232603541	99.5323916790015
113	WGN07	100	4.65407988552284e-13	1122	97.9824165261528	100
114	WGN07	96.0609040895826	2.82599788152304	1122	88.7322179344027	99.6723214894997
115	WGN07	88.7381563638156	4.59261634115143	1122	78.2854571836979	96.0645569804568
116	WGN07	93.5817059099116	3.56045502917241	1122	84.931431218335	98.7147914172533
117	WGN07	98.5422586969589	1.74121221533897	1122	93.2131761759806	100
118	WGN07	99.7493718553308	0.726390613875628	1122	96.3358870499153	100
119	WGN07	95.5132775677526	3.00743808460689	1122	87.8554901718389	99.497991497215
120	WGN07	94.9999999999992	3.16626327941914	1122	87.05549933807	99.312850409005
121	WGN07	94.9999999999993	3.16626327941921	1122	87.0554993380699	99.3128504090051
