plantID3	famID	emmean	SE	df	lower.CL	upper.CL
1	WGN07	1.26654277349049	0.0496965201335395	1112	1.16903325089665	1.36405229608432
2	WGN07	1.42003365581901	0.0496965201335566	1112	1.32252413322514	1.51754317841289
3	WGN07	1.52071261621399	0.0496965201335554	1112	1.42320309362012	1.61822213880786
4	WGN07	1.2861875180114	0.0496965201335505	1112	1.18867799541754	1.38369704060526
5	WGN07	1.42889927219072	0.0496965201335519	1112	1.33138974959686	1.52640879478459
6	WGN07	1.47062890563334	0.0496965201335533	1112	1.37311938303948	1.56813842822721
7	WGN07	1.44976408891204	0.0496965201335522	1112	1.35225456631817	1.5472736115059
8	WGN07	1.44976408891206	0.0496965201335541	1112	1.35225456631819	1.54727361150593
9	WGN07	1.52071261621413	0.0496965201335524	1112	1.42320309362026	1.61822213880799
10	WGN07	1.3709981185276	0.0496965201335536	1112	1.27348859593373	1.46850764112147
11	WGN07	1.39916883909763	0.0496965201335525	1112	1.30165931650377	1.4966783616915
12	WGN07	1.41280629417458	0.0496965201335535	1112	1.31529677158071	1.51031581676845
13	WGN07	1.52071261621412	0.0496965201335523	1112	1.42320309362026	1.61822213880799
14	WGN07	1.26654277349081	0.0496965201335513	1112	1.16903325089695	1.36405229608467
15	WGN07	1.47062890563335	0.0496965201335544	1112	1.37311938303948	1.56813842822722
16	WGN07	1.48375482147664	0.049696520133554	1112	1.38624529888277	1.58126434407051
17	WGN07	1.47062890563333	0.049696520133553	1112	1.37311938303947	1.5681384282272
18	WGN07	1.43367111089587	0.0496965201335525	1112	1.33616158830201	1.53118063348973
20	WGN07	1.41280629417458	0.0496965201335527	1112	1.31529677158071	1.51031581676844
21	WGN07	1.43367111089589	0.0496965201335534	1112	1.33616158830202	1.53118063348976
22	WGN07	1.43367111089586	0.0496965201335515	1112	1.336161588302	1.53118063348972
23	WGN07	1.41280629417459	0.0496965201335529	1112	1.31529677158073	1.51031581676846
24	WGN07	1.45803962384583	0.0496965201335516	1112	1.36053010125197	1.5555491464397
25	WGN07	1.44976408891204	0.0496965201335532	1112	1.35225456631818	1.54727361150591
26	WGN07	1.43367111089588	0.049696520133553	1112	1.33616158830202	1.53118063348975
27	WGN07	1.42003365581897	0.0496965201335538	1112	1.3225241332251	1.51754317841283
28	WGN07	1.3830758610815	0.0496965201335529	1112	1.28556633848763	1.48058538367536
29	WGN07	1.43367111089588	0.0496965201335534	1112	1.33616158830202	1.53118063348975
30	WGN07	1.52071261621412	0.0496965201335531	1112	1.42320309362026	1.61822213880799
31	WGN07	1.47062890563337	0.0496965201335519	1112	1.3731193830395	1.56813842822723
32	WGN07	1.42003365581898	0.0496965201335533	1112	1.32252413322512	1.51754317841285
33	WGN07	1.47062890563335	0.0496965201335533	1112	1.37311938303948	1.56813842822721
34	WGN07	1.38307586108152	0.0496965201335532	1112	1.28556633848765	1.48058538367538
35	WGN07	1.31466134774007	0.0496965201335532	1112	1.2171518251462	1.41217087033393
36	WGN07	1.47062890563335	0.0496965201335531	1112	1.37311938303948	1.56813842822721
37	WGN07	1.44706279520969	0.0496965201335516	1112	1.34955327261583	1.54457231780355
38	WGN07	1.44976408891204	0.0496965201335522	1112	1.35225456631817	1.5472736115059
39	WGN07	1.37099811852759	0.0496965201335532	1112	1.27348859593373	1.46850764112146
40	WGN07	1.3709981185276	0.0496965201335521	1112	1.27348859593373	1.46850764112146
41	WGN07	1.33623570282115	0.0496965201335527	1112	1.23872618022728	1.43374522541501
42	WGN07	1.49984779949281	0.0496965201335535	1112	1.40233827689895	1.59735732208668
44	WGN07	1.43367111089588	0.0496965201335531	1112	1.33616158830202	1.53118063348975
46	WGN07	1.49984779949282	0.0496965201335526	1112	1.40233827689895	1.59735732208668
47	WGN07	1.47062890563333	0.0496965201335548	1112	1.37311938303946	1.5681384282272
48	WGN07	1.40795591326506	0.0496965201335529	1112	1.3104463906712	1.50546543585893
49	WGN07	1.43367111089589	0.0496965201335538	1112	1.33616158830202	1.53118063348976
50	WGN07	1.52071261621413	0.0496965201335548	1112	1.42320309362026	1.61822213880799
51	WGN07	1.39916883909766	0.0496965201335526	1112	1.3016593165038	1.49667836169152
52	WGN07	1.29716434664751	0.0496965201335531	1112	1.19965482405365	1.39467386924138
53	WGN07	1.44976408891203	0.0496965201335525	1112	1.35225456631817	1.5472736115059
54	WGN07	1.56565343210044	0.0702972775018776	1112	1.42772317158249	1.7035836926184
55	WGN07	1.38709109654376	0.0496965201335527	1112	1.28958157394989	1.48460061913762
56	WGN07	1.52071261621413	0.0496965201335548	1112	1.42320309362027	1.618222138808
57	WGN07	1.33140849446897	0.0496965201335519	1112	1.2338989718751	1.42891801706283
58	WGN07	1.11014723144973	0.0496965201335528	1112	1.01263770885586	1.20765675404359
59	WGN07	1.39671331615842	0.0496965201335531	1112	1.29920379356456	1.49422283875229
60	WGN07	1.52071261621412	0.0496965201335527	1112	1.42320309362026	1.61822213880799
61	WGN07	1.34528292089677	0.0496965201335524	1112	1.2477733983029	1.44279244349063
63	WGN07	1.34528292089677	0.0496965201335529	1112	1.24777339830291	1.44279244349064
64	WGN07	1.39671331615843	0.0496965201335535	1112	1.29920379356456	1.49422283875229
66	WGN07	1.3389725222945	0.0496965201335528	1112	1.24146299970064	1.43648204488837
67	WGN07	1.34987315789806	0.0496965201335533	1112	1.2523636353042	1.44738268049193
68	WGN07	1.38709109654376	0.0496965201335531	1112	1.28958157394989	1.48460061913762
69	WGN07	1.33623570282116	0.0496965201335535	1112	1.23872618022729	1.43374522541502
